Timestamp,Slide_Number,Position,Image_Path
2025-07-01_164811,1,A,contact_angle_experiment_2025-07-01_164358/slide1_posA_z-39.5.tiff
2025-07-01_165022,1,B,contact_angle_experiment_2025-07-01_164358/slide1_posB_z-39.7.tiff
2025-07-01_165454,1,C,contact_angle_experiment_2025-07-01_164358/slide1_posC_z-39.5.tiff
2025-07-01_165702,1,D,contact_angle_experiment_2025-07-01_164358/slide1_posD_z-39.5.tiff
