plate id& type number& well id& experiment id& project id& status& status date& contents& volume & coordinates
4&3&A1&None&None&new&2023-10-06_17_19_44&[]&&{}
4&3&A2&None&None&complete&2023-10-25T17:12:46&[]&&{}
4&3&A3&None&None&complete&2023-10-25T17:15:11&[]&&{}
4&3&A4&None&None&complete&2023-10-25T17:17:35&[]&&{}
4&3&A5&None&None&complete&2023-10-25T17:19:59&[]&&{}
4&3&A6&None&None&complete&2023-10-25T17:34:52&[]&&{}
4&3&A7&None&None&complete&2023-10-25T17:40:15&[]&&{}
4&3&A8&None&None&complete&2023-10-25T17:55:46&[]&&{}
4&3&A9&None&None&complete&2023-10-25T18:11:19&[]&&{}
4&3&A10&None&None&complete&2023-10-25T18:28:24&[]&&{}
4&3&A11&None&None&complete&2023-10-25T18:45:29&[]&&{}
4&3&A12&None&None&complete&2023-10-25T19:04:09&[]&&{}
4&3&B1&None&None&complete&2023-10-25T19:22:44&[]&&{}
4&3&B2&None&None&complete&2023-10-25T19:45:28&[]&&{}
4&3&B3&None&None&complete&2023-10-25T20:08:11&[]&&{}
4&3&B4&None&None&complete&2023-10-25T20:36:03&[]&&{}
4&3&B5&None&None&complete&2023-10-25T21:03:56&[]&&{}
4&3&B6&None&None&complete&2023-10-25T21:09:31&[]&&{}
4&3&B7&None&None&complete&2023-10-25T21:15:07&[]&&{}
4&3&B8&None&None&complete&2023-10-26T09:46:27&[]&&{}
4&3&B9&None&None&complete&2023-10-26T09:52:27&[]&&{}
4&3&B10&None&None&complete&2023-10-26T12:05:40&[]&&{}
4&3&B11&None&None&complete&2023-10-26T12:10:31&[]&&{}
4&3&B12&None&None&complete&2023-10-26T13:38:22&[]&&{}
4&3&C1&None&None&complete&2023-10-26T13:43:13&[]&&{}
4&3&C2&None&None&complete&2023-10-26T14:07:28&[]&&{}
4&3&C3&None&None&complete&2023-10-26T13:48:03&[]&&{}
4&3&C4&None&None&complete&2023-10-26T14:36:34&[]&&{}
4&3&C5&None&None&complete&2023-10-26T13:52:54&[]&&{}
4&3&C6&None&None&complete&2023-10-26T14:12:18&[]&&{}
4&3&C7&None&None&complete&2023-10-26T13:57:44&[]&&{}
4&3&C8&None&None&complete&2023-10-26T14:31:44&[]&&{}
4&3&C9&None&None&complete&2023-10-26T14:17:10&[]&&{}
4&3&C10&None&None&complete&2023-10-26T14:26:53&[]&&{}
4&3&C11&None&None&complete&2023-10-26T14:22:01&[]&&{}
4&3&C12&None&None&complete&2023-10-26T14:02:37&[]&&{}
4&3&D1&None&None&new&2023-08-04_15_08_11&[]&&{}
4&3&D2&9990001&None&complete&2023-10-30T12:24:16&[]&&{}
4&3&D3&9990002&None&complete&2023-10-30T11:56:39&[]&&{}
