106&3&A1&&&complete&&{}&&{}
108&3&A7&10000417&15&complete&2024-01-31T20:57:36&{'10mm_fecn6': 0.0, 'electrolyte': 0.0}&&{}
108&3&A8&10000418&15&complete&2024-01-31T21:09:22&{'10mm_fecn6': 0.0, 'electrolyte': 0.0}&&{}
108&3&A9&10000419&15&complete&2024-01-31T21:21:07&{'electrolyte': 0.0, '10mm_fecn6': 0.0}&&{}
108&3&A10&10000420&15&complete&2024-01-31T21:32:54&{'electrolyte': 0.0, '10mm_fecn6': 0.0}&&{}
108&3&A11&10000421&15&complete&2024-01-31T21:44:44&{'electrolyte': 0.0, '10mm_fecn6': 0.0}&&{}
108&3&A12&10000491&15&complete&2024-02-14T20:18:14&{'5mm_fecn6': 0.0, 'rinse': 0.0, '10mm_fecn6': 0.0, 'electrolyte': 0.0}&&{}
108&3&B1&10000457&12&complete&2024-02-06T17:45:23&{'5mm_fecn6': 127.43}&&{}
108&3&B2&10000492&15&complete&2024-02-14T23:32:48&{'5mm_fecn6': 0.0, 'rinse': 0.0, '10mm_fecn6': 0.0, 'electrolyte': 0.0}&&{}
108&3&B3&10000458&12&complete&2024-02-06T17:52:41&{'5mm_fecn6': 127.43}&&{}
108&3&B4&10000493&15&complete&2024-02-15T02:48:27&{'5mm_fecn6': 0.0, 'rinse': 0.0, '10mm_fecn6': 0.0, 'electrolyte': 0.0}&&{}
108&3&B5&None&None&new&&{}&&{}
108&3&B6&None&None&new&&{}&&{}
108&3&B7&None&None&new&&{}&&{}
108&3&B8&None&None&new&&{}&&{}
108&3&B9&None&None&new&&{}&&{}
108&3&B10&None&None&new&&{}&&{}
108&3&B11&None&None&new&&{}&&{}
108&3&B12&None&None&new&&{}&&{}
108&3&C1&10000459&12&complete&2024-02-06T17:59:31&{'5mm_fecn6': 127.43}&&{}
108&3&C2&None&None&new&&{}&&{}
108&3&C3&None&None&new&&{}&&{}
108&3&C4&10000460&12&complete&2024-02-06T18:06:33&{'5mm_fecn6': 127.43}&&{}
108&3&C5&10000461&12&complete&2024-02-06T18:18:22&{'5mm_fecn6': 127.43}&&{}
108&3&C6&None&None&new&&{}&&{}
108&3&C7&None&None&new&&{}&&{}
108&3&C8&None&None&new&&{}&&{}
108&3&C9&None&None&new&&{}&&{}
108&3&C10&None&None&new&&{}&&{}
108&3&C11&None&None&new&&{}&&{}
108&3&C12&None&None&new&&{}&&{}
108&3&D1&10000462&12&complete&2024-02-06T18:25:25&{'5mm_fecn6': 127.43}&&{}
108&3&D2&10000496&12&complete&2024-02-15T12:06:54&{'5mm_fecn6': 0.0}&&{}
108&3&D3&10000497&12&complete&2024-02-15T13:10:24&{'5mm_fecn6': 0.0}&&{}
108&3&D4&10000498&12&complete&2024-02-15T14:11:21&{'5mm_fecn6': 0.0}&&{}
108&3&D5&None&None&new&&{}&&{}
108&3&D6&10000463&12&complete&2024-02-06T18:32:38&{'5mm_fecn6': 127.43}&&{}
108&3&D7&10000464&12&complete&2024-02-06T18:40:05&{'5mm_fecn6': 127.43}&&{}
108&3&D8&None&None&new&&{}&&{}
108&3&D9&None&None&new&&{}&&{}
108&3&D10&None&None&new&&{}&&{}
108&3&D11&None&None&new&&{}&&{}
108&3&D12&None&None&new&&{}&&{}
108&3&E1&10000465&12&complete&2024-02-06T18:47:48&{'5mm_fecn6': 127.43}&&{}
108&3&E2&None&None&new&&{}&&{}
108&3&E3&None&None&new&&{}&&{}
108&3&E4&None&None&new&&{}&&{}
108&3&E5&None&None&new&&{}&&{}
108&3&E6&None&None&new&&{}&&{}
108&3&E7&None&None&new&&{}&&{}
108&3&E8&10000466&12&complete&2024-02-06T18:55:05&{'5mm_fecn6': 127.43}&&{}
108&3&E9&10000467&12&complete&2024-02-06T19:02:53&{'5mm_fecn6': 127.43}&&{}
108&3&E10&None&None&new&&{}&&{}
108&3&E11&None&None&new&&{}&&{}
108&3&E12&None&None&new&&{}&&{}
108&3&F1&10000468&12&complete&2024-02-06T19:10:13&{'5mm_fecn6': 127.43}&&{}
108&3&F2&10000488&15&complete&2024-02-11T18:18:51&{'5mm_fecn6': 2.42935012384482e-14, 'rinse': 0.5547000000001816, '10mm_fecn6': -2.6424175347816714e-15, 'electrolyte': -2.6424175347816714e-15}&&{}
108&3&F3&10000489&15&complete&2024-02-11T21:54:27&{'5mm_fecn6': 3.3196508692975857e-15, 'rinse': 0.00010000000018806077, '10mm_fecn6': -2.8634321476428415e-15, 'electrolyte': -2.8634321476428415e-15}&&{}
108&3&F4&10000490&15&complete&2024-02-12T01:31:05&{'5mm_fecn6': 3.3196508692975857e-15, 'rinse': 0.00010000000018806077, '10mm_fecn6': -2.8634321476428415e-15, 'electrolyte': -2.8634321476428415e-15}&&{}
108&3&F5&None&None&new&&{}&&{}
108&3&F6&None&None&new&&{}&&{}
108&3&F7&None&None&new&&{}&&{}
108&3&F8&None&None&new&&{}&&{}
108&3&F9&None&None&new&&{}&&{}
108&3&F10&10000469&12&complete&2024-02-06T19:17:14&{'5mm_fecn6': 127.43}&&{}
108&3&F11&10000470&12&complete&2024-02-06T19:24:23&{'5mm_fecn6': 127.43}&&{}
108&3&F12&None&None&new&&{}&&{}
108&3&G1&10000471&12&complete&2024-02-06T19:31:27&{'5mm_fecn6': 127.43}&&{}
108&3&G2&10000452&12&complete&2024-02-05T11:06:36&{'5mm_fecn6': 0.0}&&{}
108&3&G3&10000453&12&complete&2024-02-05T11:13:22&{'5mm_fecn6': 0.0}&&{}
108&3&G4&10000454&12&complete&2024-02-05T11:20:13&{'5mm_fecn6': 0.0}&&{}
108&3&G5&10000485&12&complete&2024-02-08T12:46:06&{'5mm_fecn6': 0.0}&&{}
108&3&G6&10000486&12&complete&2024-02-08T13:47:30&{'5mm_fecn6': 0.0}&&{}
108&3&G7&10000487&12&complete&2024-02-08T14:37:58&{'5mm_fecn6': 0.0}&&{}
108&3&G8&10000494&12&running&2024-02-15T09:24:31&{'5mm_fecn6': 0.0}&&{}
108&3&G9&10000495&12&complete&2024-02-15T11:03:23&{'5mm_fecn6': 0.0}&&{}
108&3&G10&None&None&new&&{}&&{}
108&3&G11&None&None&new&&{}&&{}
108&3&G12&10000472&12&complete&2024-02-06T19:39:30&{'5mm_fecn6': 127.43}&&{}
108&3&H1&10000473&12&complete&2024-02-06T19:47:07&{'5mm_fecn6': 127.43}&&{}
108&3&H2&10000474&12&complete&2024-02-06T19:55:05&{'5mm_fecn6': 127.43}&&{}
108&3&H3&10000475&12&complete&2024-02-06T20:02:31&{'5mm_fecn6': 127.43}&&{}
108&3&H4&10000476&12&complete&2024-02-06T20:11:11&{'5mm_fecn6': 127.43}&&{}
108&3&H5&10000477&12&complete&2024-02-06T20:18:52&{'5mm_fecn6': 127.43}&&{}
108&3&H6&10000478&12&complete&2024-02-06T20:26:24&{'5mm_fecn6': 127.43}&&{}
108&3&H7&10000479&12&complete&2024-02-06T20:35:13&{'5mm_fecn6': 127.43}&&{}
108&3&H8&10000480&12&complete&2024-02-06T20:42:26&{'5mm_fecn6': 127.43}&&{}
108&3&H9&10000481&12&complete&2024-02-06T20:49:36&{'5mm_fecn6': 127.43}&&{}
108&3&H10&10000482&12&complete&2024-02-06T20:57:46&{'5mm_fecn6': 127.43}&&{}
108&3&H11&10000483&12&complete&2024-02-06T21:08:11&{'5mm_fecn6': 127.43}&&{}
108&3&H12&10000484&12&complete&2024-02-06T21:15:21&{'5mm_fecn6': 127.43}&&{}
109&4&A1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&A12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&B12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&C12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&D12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&E12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&F12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&G12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H1&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H2&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H3&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H4&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H5&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H6&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H7&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H8&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H9&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H10&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H11&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
109&4&H12&None&None&new&None&{}&0.0&{"x": 0.0, "y": 0.0, "z_top": 0.0}
107&4&A1&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -78.7, "z_top": -66.0}
107&4&A2&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -87.6, "z_top": -66.0}
107&4&A3&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -96.5, "z_top": -66.0}
107&4&A4&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -105.4, "z_top": -66.0}
107&4&A5&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -114.3, "z_top": -66.0}
107&4&A6&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -123.2, "z_top": -66.0}
107&4&A7&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -132.1, "z_top": -66.0}
107&4&A8&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -141.0, "z_top": -66.0}
107&4&A9&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -149.9, "z_top": -66.0}
107&4&A10&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -158.8, "z_top": -66.0}
107&4&A11&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -167.7, "z_top": -66.0}
107&4&A12&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -222.75, "y": -176.6, "z_top": -66.0}
107&4&B1&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -78.7, "z_top": -66.0}
107&4&B2&10000382&16&complete&2024-03-08 13:45:15&{"edot": 127.43, "rinse0": 509.72}&0.0&{"x": -231.65, "y": -87.6, "z_top": -66.0}
107&4&B3&None&None&complete&2024-03-08 13:45:15&{"edot": 127.43, "rinse0": 509.72}&0.0&{"x": -231.65, "y": -96.5, "z_top": -66.0}
107&4&B4&None&None&complete&2024-03-08 13:45:15&{"edot": 127.43, "rinse0": 509.72}&0.0&{"x": -231.65, "y": -105.4, "z_top": -66.0}
107&4&B5&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -114.3, "z_top": -66.0}
107&4&B6&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -123.2, "z_top": -66.0}
107&4&B7&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -132.1, "z_top": -66.0}
107&4&B8&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -141.0, "z_top": -66.0}
107&4&B9&10000600&16&queued&2024-03-13T15:58:39&{}&0.0&{"x": -231.65, "y": -149.9, "z_top": -66.0}
107&4&B10&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -158.8, "z_top": -66.0}
107&4&B11&10000601&16&queued&2024-03-13T15:58:39&{}&0.0&{"x": -231.65, "y": -167.7, "z_top": -66.0}
107&4&B12&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -231.65, "y": -176.6, "z_top": -66.0}
107&4&C1&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -78.7, "z_top": -66.0}
107&4&C2&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -87.6, "z_top": -66.0}
107&4&C3&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -96.5, "z_top": -66.0}
107&4&C4&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -105.4, "z_top": -66.0}
107&4&C5&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -114.3, "z_top": -66.0}
107&4&C6&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -123.2, "z_top": -66.0}
107&4&C7&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -132.1, "z_top": -66.0}
107&4&C8&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -141.0, "z_top": -66.0}
107&4&C9&10000502&15&complete&2024-03-08 13:45:15&{"5mm_fecn6": 0.0, "rinse": 0.0, "10mm_fecn6": 0.0, "electrolyte": 0.0}&0.0&{"x": -240.55, "y": -149.9, "z_top": -66.0}
107&4&C10&10000503&15&complete&2024-03-08 13:45:15&{"5mm_fecn6": 0.0, "rinse": 0.0, "10mm_fecn6": 0.0, "electrolyte": 0.0}&0.0&{"x": -240.55, "y": -158.8, "z_top": -66.0}
107&4&C11&10000504&15&complete&2024-03-08 13:45:15&{"5mm_fecn6": 0.0, "rinse": 0.0, "10mm_fecn6": 0.0, "electrolyte": 0.0}&0.0&{"x": -240.55, "y": -167.7, "z_top": -66.0}
107&4&C12&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -240.55, "y": -176.6, "z_top": -66.0}
107&4&D1&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -249.45, "y": -78.7, "z_top": -66.0}
107&4&D2&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -249.45, "y": -87.6, "z_top": -66.0}
107&4&D3&10000587&16&complete&2024-03-12T03:22:59&{"rinse": 0.0, "edot": 0.0, "liclo4": 0.0}&0.0&{"x": -249.15, "y": -96.5, "z_top": -66.0}
107&4&D4&10000591&16&complete&2024-03-12T04:15:27&{"rinse": 0.0, "edot": 0.0, "liclo4": 0.0}&0.0&{"x": -249.15, "y": -105.7, "z_top": -66.0}
107&4&D5&10000595&16&complete&2024-03-12T05:07:14&{"rinse": 0.0, "edot": 0.0, "liclo4": 0.0}&0.0&{"x": -249.15, "y": -114.6, "z_top": -66.0}
107&4&D6&None&16&error&2024-03-08 13:45:15&{}&0.0&{"x": -249.45, "y": -123.2, "z_top": -66.0}
