0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0
80,72,64,56,48,40,32,24,16,8,0,0
60,52,44,36,28,20,12,4,0,0,0,0
60,52,44,36,28,20,12,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
