0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
20,28,36,44,52,60,68,76,84,92,100,0
20,28,36,44,52,60,68,76,84,92,100,0
40,48,56,64,72,80,88,96,100,0,0,0
40,48,56,64,72,80,88,96,100,0,0,0
100,92,84,76,68,60,52,44,36,28,20,12
100,92,84,76,68,60,52,44,36,28,20,12
